round_num,start,freeze_end,end,official_end,winner,reason,bomb_plant,bomb_site,CT_team_clan_name,T_team_clan_name,winner_clan_name,CT_team_current_equip_value,T_team_current_equip_value,ct_losing_streak,t_losing_streak,CT_buy_type,T_buy_type,5v4_advantage,demo_file_name
8,49274,52930,57390,57710,t,ct_killed,56265,bombsite_b,G2 Esports,Team Falcons,Team Falcons,28750,14750,2,1,Full Buy,Semi-Buy,ct,falcons-vs-g2-m3-mirage.dem
9,57710,58990,66362,66682,t,ct_killed,64931,bombsite_b,G2 Esports,Team Falcons,Team Falcons,3050,23500,3,0,Full Eco,Full Buy,t,falcons-vs-g2-m3-mirage.dem
10,66682,67962,70341,70661,ct,t_killed,,not_planted,G2 Esports,Team Falcons,G2 Esports,26850,27450,4,0,Full Buy,Full Buy,ct,falcons-vs-g2-m3-mirage.dem
11,70661,71941,74179,74499,ct,t_killed,,not_planted,G2 Esports,Team Falcons,G2 Esports,27950,18800,2,1,Full Buy,Semi-Buy,t,falcons-vs-g2-m3-mirage.dem
12,74499,75779,79908,80452,t,ct_killed,77802,bombsite_b,G2 Esports,Team Falcons,Team Falcons,31950,9700,1,2,Full Buy,Semi-Eco,ct,falcons-vs-g2-m3-mirage.dem
13,80452,95617,100720,101040,ct,bomb_defused,98702,bombsite_b,Team Falcons,G2 Esports,Team Falcons,4700,4250,1,1,Pistol,Pistol,t,falcons-vs-g2-m3-mirage.dem
14,101040,102320,108897,109217,t,ct_killed,107776,bombsite_b,Team Falcons,G2 Esports,G2 Esports,22250,11600,0,2,Full Buy,Semi-Buy,t,falcons-vs-g2-m3-mirage.dem
15,109217,110497,117097,117417,t,ct_killed,115716,bombsite_b,Team Falcons,G2 Esports,G2 Esports,6700,22350,1,0,Semi-Eco,Full Buy,ct,falcons-vs-g2-m3-mirage.dem
16,117417,118697,120223,120543,t,ct_killed,,not_planted,Team Falcons,G2 Esports,G2 Esports,1000,22650,2,0,Full Eco,Full Buy,ct,falcons-vs-g2-m3-mirage.dem
17,120543,121823,128773,129093,t,bomb_exploded,126149,bombsite_b,Team Falcons,G2 Esports,G2 Esports,25600,28350,3,0,Full Buy,Full Buy,t,falcons-vs-g2-m3-mirage.dem
18,129093,130373,136273,136593,ct,t_killed,,not_planted,Team Falcons,G2 Esports,Team Falcons,10900,27850,4,0,Semi-Buy,Full Buy,ct,falcons-vs-g2-m3-mirage.dem
19,136593,137873,142322,142642,t,ct_killed,140521,bombsite_b,Team Falcons,G2 Esports,G2 Esports,29800,26650,2,1,Full Buy,Full Buy,ct,falcons-vs-g2-m3-mirage.dem
20,142642,143922,151576,151896,t,ct_killed,149574,bombsite_b,Team Falcons,G2 Esports,G2 Esports,9950,26650,3,0,Semi-Eco,Full Buy,ct,falcons-vs-g2-m3-mirage.dem
21,151896,155270,157425,157745,ct,t_killed,,not_planted,Team Falcons,G2 Esports,Team Falcons,26000,26250,4,0,Full Buy,Full Buy,ct,falcons-vs-g2-m3-mirage.dem
22,157745,161656,166916,167236,t,ct_killed,,not_planted,Team Falcons,G2 Esports,G2 Esports,24650,14900,2,1,Full Buy,Semi-Buy,t,falcons-vs-g2-m3-mirage.dem
23,167236,168516,175481,175801,t,ct_killed,173092,bombsite_b,Team Falcons,G2 Esports,G2 Esports,12300,26100,3,0,Semi-Buy,Full Buy,t,falcons-vs-g2-m3-mirage.dem
24,175801,179316,182563,182563,t,ct_killed,,not_planted,Team Falcons,G2 Esports,G2 Esports,18650,27650,4,0,Semi-Buy,Full Buy,t,falcons-vs-g2-m3-mirage.dem
1,1,1266,6226,6546,t,ct_killed,5019,bombsite_b,FaZe Clan,BIG,BIG,5350,5750,0,0,Pistol,Pistol,t,faze-vs-big-m1-ancient-p1.dem
2,6546,9336,10915,11235,t,ct_killed,,not_planted,FaZe Clan,BIG,BIG,1600,17850,2,0,Full Eco,Semi-Buy,ct,faze-vs-big-m1-ancient-p1.dem
3,11235,12515,18041,18361,ct,t_killed,,not_planted,FaZe Clan,BIG,FaZe Clan,13700,19350,3,0,Semi-Buy,Semi-Buy,t,faze-vs-big-m1-ancient-p1.dem
4,18361,22159,25670,25990,t,ct_killed,,not_planted,FaZe Clan,BIG,BIG,24500,21400,1,1,Full Buy,Full Buy,t,faze-vs-big-m1-ancient-p1.dem
5,25990,27270,32796,33116,t,ct_killed,31194,bombsite_b,FaZe Clan,BIG,BIG,25600,25400,2,0,Full Buy,Full Buy,ct,faze-vs-big-m1-ancient-p1.dem
6,33116,34396,39220,39540,t,ct_killed,,not_planted,FaZe Clan,BIG,BIG,3000,25600,3,0,Full Eco,Full Buy,t,faze-vs-big-m1-ancient-p1.dem
7,39540,40820,48180,48500,ct,time_ran_out,,not_planted,FaZe Clan,BIG,FaZe Clan,27200,26700,4,0,Full Buy,Full Buy,t,faze-vs-big-m1-ancient-p1.dem
8,48500,51907,56979,57299,ct,t_killed,,not_planted,FaZe Clan,BIG,FaZe Clan,27300,24300,2,1,Full Buy,Full Buy,ct,faze-vs-big-m1-ancient-p1.dem
9,57299,58579,61137,61457,ct,t_killed,,not_planted,FaZe Clan,BIG,FaZe Clan,28000,1600,1,2,Full Buy,Full Eco,t,faze-vs-big-m1-ancient-p1.dem
10,61457,62737,70097,70417,ct,time_ran_out,,not_planted,FaZe Clan,BIG,FaZe Clan,30250,25000,0,3,Full Buy,Full Buy,ct,faze-vs-big-m1-ancient-p1.dem
11,70417,71697,75751,76071,t,ct_killed,,not_planted,FaZe Clan,BIG,BIG,29950,8000,0,4,Full Buy,Semi-Eco,t,faze-vs-big-m1-ancient-p1.dem
12,76071,79697,87116,87660,t,ct_killed,86959,bombsite_b,FaZe Clan,BIG,BIG,29100,28450,1,2,Full Buy,Full Buy,ct,faze-vs-big-m1-ancient-p1.dem
1,7,1410,6480,6800,t,ct_killed,4683,bombsite_b,BIG,FaZe Clan,FaZe Clan,4000,4650,0,0,Pistol,Pistol,t,faze-vs-big-m1-ancient-p2.dem
2,6800,8080,11758,12078,t,ct_killed,,not_planted,BIG,FaZe Clan,FaZe Clan,1000,20250,2,0,Full Eco,Full Buy,ct,faze-vs-big-m1-ancient-p2.dem
3,12078,13358,19465,19785,t,bomb_exploded,16841,bombsite_b,BIG,FaZe Clan,FaZe Clan,23050,23800,3,0,Full Buy,Full Buy,t,faze-vs-big-m1-ancient-p2.dem
4,19785,21065,28305,28625,t,ct_killed,26453,bombsite_b,BIG,FaZe Clan,FaZe Clan,14100,24500,4,0,Semi-Buy,Full Buy,t,faze-vs-big-m1-ancient-p2.dem
5,28625,29905,34514,34834,t,bomb_exploded,31890,bombsite_b,BIG,FaZe Clan,FaZe Clan,28000,27450,5,0,Full Buy,Full Buy,ct,faze-vs-big-m1-ancient-p2.dem
6,34834,38785,45544,45864,ct,t_killed,,not_planted,BIG,FaZe Clan,BIG,10900,27450,6,0,Semi-Buy,Full Buy,t,faze-vs-big-m1-ancient-p2.dem
7,45864,47144,51509,51829,ct,t_killed,,not_planted,BIG,FaZe Clan,BIG,30650,7300,3,1,Full Buy,Semi-Eco,t,faze-vs-big-m1-ancient-p2.dem
8,51829,53109,57752,58072,t,ct_killed,56862,bombsite_b,BIG,FaZe Clan,FaZe Clan,31550,22350,2,2,Full Buy,Full Buy,ct,faze-vs-big-m1-ancient-p2.dem
9,58072,59352,66584,66904,ct,t_killed,,not_planted,BIG,FaZe Clan,BIG,29650,25200,3,0,Full Buy,Full Buy,t,faze-vs-big-m1-ancient-p2.dem
10,66904,70525,77700,78020,t,bomb_exploded,75076,bombsite_b,BIG,FaZe Clan,FaZe Clan,29950,12600,1,1,Full Buy,Semi-Buy,ct,faze-vs-big-m1-ancient-p2.dem
11,78020,79300,86389,86389,t,ct_killed,84546,bombsite_b,BIG,FaZe Clan,FaZe Clan,27800,27850,2,0,Full Buy,Full Buy,t,faze-vs-big-m1-ancient-p2.dem
1,1,1262,4648,4968,t,ct_killed,,not_planted,BIG,FaZe Clan,FaZe Clan,4100,4200,0,0,Pistol,Pistol,t,faze-vs-big-m2-mirage.dem
2,4968,6248,13193,13513,t,ct_killed,12154,bombsite_b,BIG,FaZe Clan,FaZe Clan,9650,21700,2,0,Semi-Eco,Full Buy,ct,faze-vs-big-m2-mirage.dem
3,13513,14793,17249,17569,t,ct_killed,17104,bombsite_a,BIG,FaZe Clan,FaZe Clan,2100,23450,3,0,Full Eco,Full Buy,t,faze-vs-big-m2-mirage.dem
4,17569,18849,22262,22582,ct,t_killed,,not_planted,BIG,FaZe Clan,BIG,27700,25300,4,0,Full Buy,Full Buy,t,faze-vs-big-m2-mirage.dem
5,22582,23862,31222,31542,ct,time_ran_out,,not_planted,BIG,FaZe Clan,BIG,28500,18650,2,1,Full Buy,Semi-Buy,ct,faze-vs-big-m2-mirage.dem
6,31542,32822,36137,36457,ct,t_killed,,not_planted,BIG,FaZe Clan,BIG,29400,7800,1,2,Full Buy,Semi-Eco,t,faze-vs-big-m2-mirage.dem
7,36457,37737,42671,42991,ct,bomb_defused,41420,bombsite_a,BIG,FaZe Clan,BIG,30150,10700,0,3,Full Buy,Semi-Buy,t,faze-vs-big-m2-mirage.dem
8,42991,44271,53667,53987,ct,bomb_defused,51217,bombsite_a,BIG,FaZe Clan,BIG,30650,24400,0,4,Full Buy,Full Buy,ct,faze-vs-big-m2-mirage.dem
9,53987,57255,62082,62402,ct,t_killed,,not_planted,BIG,FaZe Clan,BIG,30750,25000,0,5,Full Buy,Full Buy,t,faze-vs-big-m2-mirage.dem
10,62402,63682,66455,66775,ct,t_killed,,not_planted,BIG,FaZe Clan,BIG,30450,8900,0,6,Full Buy,Semi-Eco,ct,faze-vs-big-m2-mirage.dem
11,66775,68055,73190,73510,t,ct_killed,72511,bombsite_a,BIG,FaZe Clan,FaZe Clan,31150,26500,0,7,Full Buy,Full Buy,t,faze-vs-big-m2-mirage.dem
12,73510,74790,79441,79985,t,ct_killed,,not_planted,BIG,FaZe Clan,FaZe Clan,30500,27450,1,3,Full Buy,Full Buy,ct,faze-vs-big-m2-mirage.dem
13,79985,94830,98799,99119,ct,t_killed,,not_planted,FaZe Clan,BIG,FaZe Clan,4700,5200,1,1,Pistol,Pistol,t,faze-vs-big-m2-mirage.dem
14,99119,100399,104295,104615,ct,bomb_defused,103006,bombsite_a,FaZe Clan,BIG,FaZe Clan,21400,1400,0,2,Full Buy,Full Eco,t,faze-vs-big-m2-mirage.dem
15,104615,105895,110941,111261,t,bomb_exploded,108317,bombsite_a,FaZe Clan,BIG,BIG,27350,23200,0,3,Full Buy,Full Buy,ct,faze-vs-big-m2-mirage.dem
16,111261,112541,121657,121977,t,bomb_exploded,119033,bombsite_a,FaZe Clan,BIG,BIG,14950,25400,1,1,Semi-Buy,Full Buy,ct,faze-vs-big-m2-mirage.dem
17,121977,123257,127804,128124,t,ct_killed,126749,bombsite_a,FaZe Clan,BIG,BIG,5300,25300,2,0,Semi-Eco,Full Buy,t,faze-vs-big-m2-mirage.dem
18,128124,129404,135550,135870,ct,t_killed,,not_planted,FaZe Clan,BIG,FaZe Clan,23250,27250,3,0,Full Buy,Full Buy,ct,faze-vs-big-m2-mirage.dem
19,135870,137150,145713,146033,t,ct_killed,143967,bombsite_a,FaZe Clan,BIG,BIG,26500,26400,1,1,Full Buy,Full Buy,ct,faze-vs-big-m2-mirage.dem
20,146033,147313,152644,152964,t,ct_killed,,not_planted,FaZe Clan,BIG,BIG,1600,27250,2,0,Full Eco,Full Buy,ct,faze-vs-big-m2-mirage.dem
21,152964,156363,159122,159442,ct,t_killed,,not_planted,FaZe Clan,BIG,FaZe Clan,23650,27250,3,0,Full Buy,Full Buy,ct,faze-vs-big-m2-mirage.dem
22,159442,160722,166223,166223,t,bomb_exploded,163599,bombsite_a,FaZe Clan,BIG,BIG,23450,26000,1,1,Full Buy,Full Buy,t,faze-vs-big-m2-mirage.dem
1,1,1265,8325,8645,t,bomb_exploded,5701,bombsite_b,BIG,FaZe Clan,FaZe Clan,4200,4850,0,0,Pistol,Pistol,t,faze-vs-big-m3-nuke.dem
2,8645,9925,16283,16603,t,ct_killed,14992,bombsite_b,BIG,FaZe Clan,FaZe Clan,11150,20000,2,0,Semi-Buy,Full Buy,ct,faze-vs-big-m3-nuke.dem
3,16603,17883,24382,24702,t,ct_killed,23182,bombsite_b,BIG,FaZe Clan,FaZe Clan,3400,21650,3,0,Full Eco,Full Buy,t,faze-vs-big-m3-nuke.dem
4,24702,25982,32891,33211,t,ct_killed,30538,bombsite_b,BIG,FaZe Clan,FaZe Clan,26650,25000,4,0,Full Buy,Full Buy,t,faze-vs-big-m3-nuke.dem
5,33211,36976,44741,45061,t,ct_killed,43572,bombsite_b,BIG,FaZe Clan,FaZe Clan,10400,28250,5,0,Semi-Buy,Full Buy,ct,faze-vs-big-m3-nuke.dem
6,45061,46341,53701,54021,ct,time_ran_out,,not_planted,BIG,FaZe Clan,BIG,27650,27650,6,0,Full Buy,Full Buy,t,faze-vs-big-m3-nuke.dem
7,54021,57782,65059,65379,ct,bomb_defused,64000,bombsite_b,BIG,FaZe Clan,BIG,21600,26450,3,1,Full Buy,Full Buy,t,faze-vs-big-m3-nuke.dem
8,65379,66659,72126,72446,t,bomb_exploded,69502,bombsite_b,BIG,FaZe Clan,FaZe Clan,28600,7700,2,2,Full Buy,Semi-Eco,ct,faze-vs-big-m3-nuke.dem
9,72446,76614,84656,84976,t,bomb_exploded,82032,bombsite_b,BIG,FaZe Clan,FaZe Clan,8050,25400,3,0,Semi-Eco,Full Buy,t,faze-vs-big-m3-nuke.dem
10,84976,86256,90833,91153,ct,t_killed,,not_planted,BIG,FaZe Clan,BIG,27450,26100,4,0,Full Buy,Full Buy,ct,faze-vs-big-m3-nuke.dem
11,91153,92433,100969,101289,ct,bomb_defused,99348,bombsite_b,BIG,FaZe Clan,BIG,29300,24300,2,1,Full Buy,Full Buy,t,faze-vs-big-m3-nuke.dem
12,101289,102569,106088,106632,t,ct_killed,105019,bombsite_b,BIG,FaZe Clan,FaZe Clan,30850,16550,1,2,Full Buy,Semi-Buy,ct,faze-vs-big-m3-nuke.dem
13,106632,121012,127900,128220,t,bomb_exploded,125276,bombsite_b,FaZe Clan,BIG,BIG,4200,4250,1,1,Pistol,Pistol,t,faze-vs-big-m3-nuke.dem
14,128220,129500,133670,133990,ct,t_killed,,not_planted,FaZe Clan,BIG,FaZe Clan,11800,19550,2,0,Semi-Buy,Semi-Buy,t,faze-vs-big-m3-nuke.dem
15,133990,135270,142595,142915,t,bomb_exploded,139971,bombsite_b,FaZe Clan,BIG,BIG,24150,3950,0,1,Full Buy,Full Eco,ct,faze-vs-big-m3-nuke.dem
16,142915,144195,153189,153509,t,bomb_exploded,150565,bombsite_b,FaZe Clan,BIG,BIG,22400,23350,1,0,Full Buy,Full Buy,ct,faze-vs-big-m3-nuke.dem
17,153509,156928,162907,163227,ct,t_killed,,not_planted,FaZe Clan,BIG,FaZe Clan,6500,27000,2,0,Semi-Eco,Full Buy,t,faze-vs-big-m3-nuke.dem
18,163227,164507,168423,168743,ct,t_killed,,not_planted,FaZe Clan,BIG,FaZe Clan,28950,22850,0,1,Full Buy,Full Buy,ct,faze-vs-big-m3-nuke.dem
19,168743,170023,174911,175231,ct,t_killed,,not_planted,FaZe Clan,BIG,FaZe Clan,29350,1500,0,2,Full Buy,Full Eco,ct,faze-vs-big-m3-nuke.dem
20,175231,176511,178752,178752,ct,t_killed,,not_planted,FaZe Clan,BIG,FaZe Clan,30350,20750,0,3,Full Buy,Full Buy,ct,faze-vs-big-m3-nuke.dem
1,1,1263,9856,10176,ct,bomb_defused,7784,bombsite_b,Astralis,FURIA,Astralis,4600,5050,0,0,Pistol,Pistol,t,furia-vs-astralis-m1-inferno-p1.dem
2,10176,11456,16571,16891,t,bomb_exploded,13947,bombsite_b,Astralis,FURIA,FURIA,20900,13500,0,2,Full Buy,Semi-Buy,ct,furia-vs-astralis-m1-inferno-p1.dem
3,16891,21104,30420,30740,ct,bomb_defused,28072,bombsite_b,Astralis,FURIA,Astralis,16600,26000,1,0,Semi-Buy,Full Buy,t,furia-vs-astralis-m1-inferno-p1.dem
1,7,1847,10327,10647,t,ct_killed,8872,bombsite_b,Astralis,FURIA,FURIA,25600,22450,0,0,Pistol,Pistol,t,furia-vs-astralis-m1-inferno-p2.dem
2,10647,11927,20283,20603,t,bomb_exploded,17659,bombsite_b,Astralis,FURIA,FURIA,10950,24600,1,0,Semi-Buy,Full Buy,ct,furia-vs-astralis-m1-inferno-p2.dem
3,20603,21883,28766,29086,t,ct_killed,26821,bombsite_b,Astralis,FURIA,FURIA,2000,23750,2,0,Full Eco,Full Buy,t,furia-vs-astralis-m1-inferno-p2.dem
4,29086,30366,38352,38672,ct,bomb_defused,36441,bombsite_b,Astralis,FURIA,Astralis,22650,24250,3,0,Full Buy,Full Buy,t,furia-vs-astralis-m1-inferno-p2.dem
5,38672,42591,51910,52230,t,bomb_exploded,49286,bombsite_b,Astralis,FURIA,FURIA,23200,27450,1,1,Full Buy,Full Buy,ct,furia-vs-astralis-m1-inferno-p2.dem
6,52230,53510,63425,63745,t,bomb_exploded,60801,bombsite_b,Astralis,FURIA,FURIA,23400,27450,2,0,Full Buy,Full Buy,t,furia-vs-astralis-m1-inferno-p2.dem
7,63745,67983,76783,77103,t,bomb_exploded,74159,bombsite_b,Astralis,FURIA,FURIA,11950,27350,3,0,Semi-Buy,Full Buy,t,furia-vs-astralis-m1-inferno-p2.dem
8,77103,78383,85291,85611,ct,bomb_defused,83066,bombsite_b,Astralis,FURIA,Astralis,26800,27450,4,0,Full Buy,Full Buy,ct,furia-vs-astralis-m1-inferno-p2.dem
9,85611,89569,95898,96442,ct,t_killed,,not_planted,Astralis,FURIA,Astralis,34400,26650,2,1,Full Buy,Full Buy,t,furia-vs-astralis-m1-inferno-p2.dem
10,96442,110355,116979,117299,ct,bomb_defused,115330,bombsite_b,FURIA,Astralis,FURIA,4750,4350,1,1,Full Eco,Full Eco,ct,furia-vs-astralis-m1-inferno-p2.dem
11,117299,118579,126632,126952,t,bomb_exploded,124008,bombsite_b,FURIA,Astralis,Astralis,20450,14000,0,2,Full Buy,Semi-Buy,t,furia-vs-astralis-m1-inferno-p2.dem
12,126952,128232,136769,137089,t,bomb_exploded,134145,bombsite_b,FURIA,Astralis,Astralis,12100,22600,1,0,Semi-Buy,Full Buy,ct,furia-vs-astralis-m1-inferno-p2.dem
13,137089,138369,144895,145215,t,bomb_exploded,142271,bombsite_b,FURIA,Astralis,Astralis,6550,24250,2,0,Pistol,Pistol,t,furia-vs-astralis-m1-inferno-p2.dem
14,145215,146495,154755,155075,t,ct_killed,153190,bombsite_b,FURIA,Astralis,Astralis,25600,25900,3,0,Full Buy,Full Buy,t,furia-vs-astralis-m1-inferno-p2.dem
15,155075,156355,158970,159290,ct,t_killed,,not_planted,FURIA,Astralis,FURIA,10500,23750,4,0,Semi-Buy,Full Buy,ct,furia-vs-astralis-m1-inferno-p2.dem
16,159290,160570,170197,170517,t,bomb_exploded,167573,bombsite_b,FURIA,Astralis,Astralis,28200,17950,2,1,Full Buy,Semi-Buy,ct,furia-vs-astralis-m1-inferno-p2.dem
17,170517,174373,183568,183888,t,bomb_exploded,180944,bombsite_b,FURIA,Astralis,Astralis,28500,27250,3,0,Full Buy,Full Buy,t,furia-vs-astralis-m1-inferno-p2.dem
18,183888,185168,188489,188809,ct,t_killed,,not_planted,FURIA,Astralis,FURIA,16500,26000,4,0,Semi-Buy,Full Buy,ct,furia-vs-astralis-m1-inferno-p2.dem
19,188809,190089,199079,199399,t,bomb_exploded,196455,bombsite_b,FURIA,Astralis,Astralis,30500,23350,2,1,Full Buy,Full Buy,ct,furia-vs-astralis-m1-inferno-p2.dem
20,199399,200679,207153,207153,t,ct_killed,205973,bombsite_b,FURIA,Astralis,Astralis,32550,25300,3,0,Full Buy,Full Buy,ct,furia-vs-astralis-m1-inferno-p2.dem
1,1,1266,6425,6745,ct,bomb_defused,4983,bombsite_b,Astralis,FURIA,Astralis,4200,4750,0,0,Pistol,Pistol,t,furia-vs-astralis-m2-dust2.dem
2,6745,8025,14127,14447,t,ct_killed,12840,bombsite_b,Astralis,FURIA,FURIA,21600,14300,0,2,Full Buy,Semi-Buy,ct,furia-vs-astralis-m2-dust2.dem
3,14447,15727,22981,23301,t,ct_killed,22335,bombsite_b,Astralis,FURIA,FURIA,7700,27250,1,0,Semi-Eco,Full Buy,t,furia-vs-astralis-m2-dust2.dem
4,23301,24581,27467,27787,t,ct_killed,26916,bombsite_b,Astralis,FURIA,FURIA,1200,26650,2,0,Full Eco,Full Buy,t,furia-vs-astralis-m2-dust2.dem
5,27787,29067,36649,36969,t,bomb_exploded,34025,bombsite_b,Astralis,FURIA,FURIA,23800,27550,3,0,Full Buy,Full Buy,ct,furia-vs-astralis-m2-dust2.dem
6,36969,38249,44236,44556,t,bomb_exploded,41612,bombsite_b,Astralis,FURIA,FURIA,5350,26900,4,0,Semi-Eco,Full Buy,t,furia-vs-astralis-m2-dust2.dem
7,44556,48836,56301,56621,t,bomb_exploded,53677,bombsite_b,Astralis,FURIA,FURIA,27300,27500,5,0,Full Buy,Full Buy,t,furia-vs-astralis-m2-dust2.dem
8,56621,57901,66774,67094,ct,bomb_defused,65067,bombsite_b,Astralis,FURIA,Astralis,28300,27250,6,0,Full Buy,Full Buy,ct,furia-vs-astralis-m2-dust2.dem
9,67094,68374,76318,76638,ct,bomb_defused,74535,bombsite_b,Astralis,FURIA,Astralis,28850,27250,3,1,Full Buy,Full Buy,t,furia-vs-astralis-m2-dust2.dem
10,76638,77918,82054,82374,ct,bomb_defused,80100,bombsite_b,Astralis,FURIA,Astralis,29850,15850,2,2,Full Buy,Semi-Buy,ct,furia-vs-astralis-m2-dust2.dem
11,82374,83654,93225,93545,t,bomb_exploded,90601,bombsite_b,Astralis,FURIA,FURIA,31400,27100,1,3,Full Buy,Full Buy,t,furia-vs-astralis-m2-dust2.dem
12,93545,94825,101089,101633,t,ct_killed,,not_planted,Astralis,FURIA,FURIA,29800,27450,2,1,Full Buy,Full Buy,ct,furia-vs-astralis-m2-dust2.dem
13,101633,115744,119178,119498,t,ct_killed,,not_planted,FURIA,Astralis,Astralis,4250,4500,1,1,Pistol,Pistol,t,furia-vs-astralis-m2-dust2.dem
14,119498,120778,124220,124540,t,ct_killed,,not_planted,FURIA,Astralis,Astralis,1300,16950,2,0,Full Eco,Semi-Buy,t,furia-vs-astralis-m2-dust2.dem
15,124540,125820,134918,135238,ct,bomb_defused,133179,bombsite_b,FURIA,Astralis,FURIA,23400,21950,3,0,Full Buy,Full Buy,ct,furia-vs-astralis-m2-dust2.dem
16,135238,136518,145256,145576,t,ct_killed,143208,bombsite_b,FURIA,Astralis,Astralis,22600,22700,1,1,Full Buy,Full Buy,ct,furia-vs-astralis-m2-dust2.dem
17,145576,146856,152180,152500,t,ct_killed,,not_planted,FURIA,Astralis,Astralis,1500,22400,2,0,Full Eco,Full Buy,t,furia-vs-astralis-m2-dust2.dem
18,152500,155706,163066,163386,ct,time_ran_out,,not_planted,FURIA,Astralis,FURIA,25200,24800,3,0,Full Buy,Full Buy,ct,furia-vs-astralis-m2-dust2.dem
19,163386,164666,172026,172346,ct,time_ran_out,,not_planted,FURIA,Astralis,FURIA,28450,23550,1,1,Full Buy,Full Buy,ct,furia-vs-astralis-m2-dust2.dem
20,172346,175986,182615,182935,ct,bomb_defused,181493,bombsite_b,FURIA,Astralis,FURIA,29500,15350,0,2,Full Buy,Semi-Buy,ct,furia-vs-astralis-m2-dust2.dem
21,182935,184215,188708,188708,ct,bomb_defused,187462,bombsite_b,FURIA,Astralis,FURIA,31150,17100,0,3,Full Buy,Semi-Buy,ct,furia-vs-astralis-m2-dust2.dem
1,1,1259,5906,6226,ct,t_killed,,not_planted,Astralis,FURIA,Astralis,4400,4550,0,0,Pistol,Pistol,t,furia-vs-astralis-m3-nuke-p1.dem
2,6226,7506,13733,14053,ct,t_killed,,not_planted,Astralis,FURIA,Astralis,20000,10400,0,2,Full Buy,Semi-Buy,ct,furia-vs-astralis-m3-nuke-p1.dem
3,14053,15333,16674,16994,ct,t_killed,,not_planted,Astralis,FURIA,Astralis,20950,4550,0,3,Full Buy,Full Eco,t,furia-vs-astralis-m3-nuke-p1.dem
4,16994,18274,23481,23801,t,ct_killed,22857,bombsite_b,Astralis,FURIA,FURIA,23450,24100,0,4,Full Buy,Full Buy,t,furia-vs-astralis-m3-nuke-p1.dem
5,23801,25081,34494,34814,t,bomb_exploded,31870,bombsite_b,Astralis,FURIA,FURIA,28500,23400,1,2,Full Buy,Full Buy,ct,furia-vs-astralis-m3-nuke-p1.dem
6,34814,36094,41589,41909,t,bomb_exploded,38965,bombsite_b,Astralis,FURIA,FURIA,19600,24400,2,1,Semi-Buy,Full Buy,t,furia-vs-astralis-m3-nuke-p1.dem
1,9,4842,13602,13922,t,bomb_exploded,10978,bombsite_b,Astralis,FURIA,FURIA,23150,25300,0,0,Pistol,Pistol,t,furia-vs-astralis-m3-nuke-p2.dem
2,13922,23881,31241,31561,ct,time_ran_out,,not_planted,Astralis,FURIA,Astralis,21300,25300,4,0,Full Buy,Full Buy,ct,furia-vs-astralis-m3-nuke-p2.dem
3,31561,35754,44611,44931,t,bomb_exploded,41987,bombsite_b,Astralis,FURIA,FURIA,27950,18500,2,1,Full Buy,Semi-Buy,t,furia-vs-astralis-m3-nuke-p2.dem
4,44931,46211,52041,52361,ct,t_killed,,not_planted,Astralis,FURIA,Astralis,24500,27850,3,0,Full Buy,Full Buy,t,furia-vs-astralis-m3-nuke-p2.dem
5,52361,53641,58499,58819,t,bomb_exploded,55875,bombsite_b,Astralis,FURIA,FURIA,27050,19500,1,1,Full Buy,Semi-Buy,ct,furia-vs-astralis-m3-nuke-p2.dem
6,58819,60099,65648,66192,ct,t_killed,,not_planted,Astralis,FURIA,Astralis,27850,26400,2,0,Full Buy,Full Buy,t,furia-vs-astralis-m3-nuke-p2.dem
7,66192,80139,85758,86078,ct,t_killed,,not_planted,FURIA,Astralis,FURIA,4200,4900,1,1,Full Eco,Full Eco,t,furia-vs-astralis-m3-nuke-p2.dem
8,86078,87358,90754,91074,ct,t_killed,,not_planted,FURIA,Astralis,FURIA,20200,9750,0,2,Full Buy,Semi-Eco,ct,furia-vs-astralis-m3-nuke-p2.dem
9,91074,92354,99880,100200,ct,bomb_defused,99074,bombsite_b,FURIA,Astralis,FURIA,23050,8900,0,3,Full Buy,Semi-Eco,t,furia-vs-astralis-m3-nuke-p2.dem
10,100200,101480,110127,110447,t,bomb_exploded,107503,bombsite_b,FURIA,Astralis,Astralis,29750,24800,0,4,Full Buy,Full Buy,ct,furia-vs-astralis-m3-nuke-p2.dem
11,110447,111727,117505,117825,ct,t_killed,,not_planted,FURIA,Astralis,FURIA,25350,23000,1,2,Full Buy,Full Buy,t,furia-vs-astralis-m3-nuke-p2.dem
12,117825,119105,125101,125421,t,bomb_exploded,122477,bombsite_b,FURIA,Astralis,Astralis,29650,18850,0,3,Full Buy,Semi-Buy,ct,furia-vs-astralis-m3-nuke-p2.dem
13,125421,129232,136034,136354,ct,t_killed,,not_planted,FURIA,Astralis,FURIA,24100,28150,1,1,Pistol,Pistol,t,furia-vs-astralis-m3-nuke-p2.dem
14,136354,137634,144631,144951,t,ct_killed,144301,bombsite_b,FURIA,Astralis,Astralis,28350,21700,0,2,Full Buy,Full Buy,t,furia-vs-astralis-m3-nuke-p2.dem
15,144951,149340,153386,153706,t,bomb_exploded,150762,bombsite_b,FURIA,Astralis,Astralis,13300,24900,1,0,Semi-Buy,Full Buy,ct,furia-vs-astralis-m3-nuke-p2.dem
