round_num,start,freeze_end,end,official_end,winner,reason,bomb_plant,bomb_site,ct_team_clan_name,t_team_clan_name,winner_clan_name,ct_team_current_equip_value,t_team_current_equip_value,ct_losing_streak,t_losing_streak,ct_buy_type,t_buy_type,advantage_5v4,file_id,event_id,match_name
9,62655,63935,71740,72060,ct,bomb_defused,70617,bombsite_b,Team Spirit,GamerLegion,Team Spirit,27350,27050,0,1,Full Buy,Full Buy,t,"1,620",1,gamerlegion-vs-spirit-m3-nuke-p3.dem
10,72060,73340,76828,77148,ct,t_killed,,not_planted,Team Spirit,GamerLegion,Team Spirit,28900,18650,0,2,Full Buy,Semi-Buy,ct,"1,620",1,gamerlegion-vs-spirit-m3-nuke-p3.dem
11,77148,78428,79715,80035,ct,t_killed,,not_planted,Team Spirit,GamerLegion,Team Spirit,27900,4250,0,3,Full Buy,Full Eco,t,"1,620",1,gamerlegion-vs-spirit-m3-nuke-p3.dem
12,80035,83950,90881,91425,ct,t_killed,,not_planted,Team Spirit,GamerLegion,Team Spirit,31650,25000,0,4,Full Buy,Full Buy,ct,"1,620",1,gamerlegion-vs-spirit-m3-nuke-p3.dem
13,91425,105622,108687,109006,t,ct_killed,107684,bombsite_b,GamerLegion,Team Spirit,Team Spirit,4700,6000,1,1,Pistol,Pistol,t,"1,620",1,gamerlegion-vs-spirit-m3-nuke-p3.dem
14,109006,110286,118642,118962,t,ct_killed,116462,bombsite_b,GamerLegion,Team Spirit,Team Spirit,10300,19650,2,0,Semi-Buy,Semi-Buy,t,"1,620",1,gamerlegion-vs-spirit-m3-nuke-p3.dem
15,118962,120242,122138,122458,t,ct_killed,,not_planted,GamerLegion,Team Spirit,Team Spirit,1400,23150,3,0,Full Eco,Full Buy,ct,"1,620",1,gamerlegion-vs-spirit-m3-nuke-p3.dem
16,122458,126584,136256,136576,t,bomb_exploded,133632,bombsite_b,GamerLegion,Team Spirit,Team Spirit,27850,24150,4,0,Full Buy,Full Buy,ct,"1,620",1,gamerlegion-vs-spirit-m3-nuke-p3.dem
17,136576,137856,143352,143352,t,ct_killed,,not_planted,GamerLegion,Team Spirit,Team Spirit,23050,25800,5,0,Full Buy,Full Buy,t,"1,620",1,gamerlegion-vs-spirit-m3-nuke-p3.dem
1,1,1267,3830,4150,ct,t_killed,,not_planted,The MongolZ,GamerLegion,The MongolZ,4300,4850,0,0,Pistol,Pistol,t,"1,621",1,gamerlegion-vs-the-mongolz-m1-nuke.dem
2,4150,5430,9320,9640,ct,t_killed,,not_planted,The MongolZ,GamerLegion,The MongolZ,20100,1500,0,2,Full Buy,Full Eco,ct,"1,621",1,gamerlegion-vs-the-mongolz-m1-nuke.dem
3,9640,10920,14676,14996,ct,t_killed,,not_planted,The MongolZ,GamerLegion,The MongolZ,29200,22300,0,3,Full Buy,Full Buy,t,"1,621",1,gamerlegion-vs-the-mongolz-m1-nuke.dem
4,14996,16276,18579,18899,ct,t_killed,,not_planted,The MongolZ,GamerLegion,The MongolZ,29650,8250,0,4,Full Buy,Semi-Eco,t,"1,621",1,gamerlegion-vs-the-mongolz-m1-nuke.dem
5,18899,20179,26267,26587,t,bomb_exploded,23643,bombsite_b,The MongolZ,GamerLegion,GamerLegion,30150,25300,0,5,Full Buy,Full Buy,ct,"1,621",1,gamerlegion-vs-the-mongolz-m1-nuke.dem
6,26587,29836,36625,36945,t,ct_killed,34706,bombsite_b,The MongolZ,GamerLegion,GamerLegion,29400,24300,1,3,Full Buy,Full Buy,t,"1,621",1,gamerlegion-vs-the-mongolz-m1-nuke.dem
7,36945,38225,41340,41660,ct,t_killed,,not_planted,The MongolZ,GamerLegion,The MongolZ,25600,23500,2,2,Full Buy,Full Buy,t,"1,621",1,gamerlegion-vs-the-mongolz-m1-nuke.dem
8,41660,45588,47566,47886,ct,t_killed,,not_planted,The MongolZ,GamerLegion,The MongolZ,27600,16100,0,3,Full Buy,Semi-Buy,ct,"1,621",1,gamerlegion-vs-the-mongolz-m1-nuke.dem
9,47886,49166,57102,57422,t,bomb_exploded,54478,bombsite_b,The MongolZ,GamerLegion,GamerLegion,28250,8750,0,4,Full Buy,Semi-Eco,t,"1,621",1,gamerlegion-vs-the-mongolz-m1-nuke.dem
10,57422,58702,63523,63843,ct,t_killed,,not_planted,The MongolZ,GamerLegion,The MongolZ,19450,26700,1,2,Semi-Buy,Full Buy,ct,"1,621",1,gamerlegion-vs-the-mongolz-m1-nuke.dem
11,63843,65123,73140,73460,t,bomb_exploded,70516,bombsite_b,The MongolZ,GamerLegion,GamerLegion,22300,23750,0,3,Full Buy,Full Buy,t,"1,621",1,gamerlegion-vs-the-mongolz-m1-nuke.dem
12,73460,77116,81342,81886,t,ct_killed,80624,bombsite_b,The MongolZ,GamerLegion,GamerLegion,16100,24400,1,1,Semi-Buy,Full Buy,ct,"1,621",1,gamerlegion-vs-the-mongolz-m1-nuke.dem
13,81886,96235,98431,98751,ct,t_killed,,not_planted,GamerLegion,The MongolZ,GamerLegion,3600,4250,1,1,Pistol,Pistol,t,"1,621",1,gamerlegion-vs-the-mongolz-m1-nuke.dem
14,98751,100031,102271,102591,ct,t_killed,,not_planted,GamerLegion,The MongolZ,GamerLegion,19950,1000,0,2,Semi-Buy,Full Eco,t,"1,621",1,gamerlegion-vs-the-mongolz-m1-nuke.dem
15,102591,103871,107179,107499,ct,t_killed,,not_planted,GamerLegion,The MongolZ,GamerLegion,27700,23000,0,3,Full Buy,Full Buy,ct,"1,621",1,gamerlegion-vs-the-mongolz-m1-nuke.dem
16,107499,108779,116389,116709,t,ct_killed,114997,bombsite_b,GamerLegion,The MongolZ,The MongolZ,28500,4850,0,4,Full Buy,Full Eco,ct,"1,621",1,gamerlegion-vs-the-mongolz-m1-nuke.dem
17,116709,117989,125709,126029,t,ct_killed,123586,bombsite_b,GamerLegion,The MongolZ,The MongolZ,27800,27750,1,2,Full Buy,Full Buy,t,"1,621",1,gamerlegion-vs-the-mongolz-m1-nuke.dem
18,126029,127309,131415,131735,t,ct_killed,,not_planted,GamerLegion,The MongolZ,The MongolZ,1100,28150,2,1,Full Eco,Full Buy,ct,"1,621",1,gamerlegion-vs-the-mongolz-m1-nuke.dem
19,131735,135322,143384,143704,t,bomb_exploded,140760,bombsite_b,GamerLegion,The MongolZ,The MongolZ,24250,27750,3,0,Full Buy,Full Buy,ct,"1,621",1,gamerlegion-vs-the-mongolz-m1-nuke.dem
20,143704,144984,147739,148059,ct,t_killed,,not_planted,GamerLegion,The MongolZ,GamerLegion,23400,27650,4,0,Full Buy,Full Buy,ct,"1,621",1,gamerlegion-vs-the-mongolz-m1-nuke.dem
21,148059,151972,155116,155436,ct,t_killed,,not_planted,GamerLegion,The MongolZ,GamerLegion,28550,25100,2,1,Full Buy,Full Buy,ct,"1,621",1,gamerlegion-vs-the-mongolz-m1-nuke.dem
22,155436,156716,165085,165405,t,bomb_exploded,162461,bombsite_b,GamerLegion,The MongolZ,The MongolZ,29550,24550,1,2,Full Buy,Full Buy,t,"1,621",1,gamerlegion-vs-the-mongolz-m1-nuke.dem
23,165405,169084,175357,175357,t,ct_killed,173664,bombsite_b,GamerLegion,The MongolZ,The MongolZ,30850,27650,2,0,Full Buy,Full Buy,t,"1,621",1,gamerlegion-vs-the-mongolz-m1-nuke.dem
1,1,1260,4948,5268,t,ct_killed,3081,bombsite_a,GamerLegion,The MongolZ,The MongolZ,4300,4600,0,0,Pistol,Pistol,t,"1,622",1,gamerlegion-vs-the-mongolz-m2-mirage.dem
2,5268,6548,8841,9161,t,ct_killed,,not_planted,GamerLegion,The MongolZ,The MongolZ,11050,19350,2,0,Semi-Buy,Semi-Buy,ct,"1,622",1,gamerlegion-vs-the-mongolz-m2-mirage.dem
3,9161,10441,14901,15221,t,ct_killed,14066,bombsite_a,GamerLegion,The MongolZ,The MongolZ,1900,20500,3,0,Full Eco,Full Buy,t,"1,622",1,gamerlegion-vs-the-mongolz-m2-mirage.dem
4,15221,16501,24869,25189,ct,bomb_defused,22846,bombsite_a,GamerLegion,The MongolZ,GamerLegion,27000,26150,4,0,Full Buy,Full Buy,t,"1,622",1,gamerlegion-vs-the-mongolz-m2-mirage.dem
5,25189,26469,30641,30961,t,ct_killed,30318,bombsite_a,GamerLegion,The MongolZ,The MongolZ,25400,27350,2,1,Full Buy,Full Buy,ct,"1,622",1,gamerlegion-vs-the-mongolz-m2-mirage.dem
6,30961,32241,39219,39539,ct,t_killed,,not_planted,GamerLegion,The MongolZ,GamerLegion,2200,27450,3,0,Full Eco,Full Buy,t,"1,622",1,gamerlegion-vs-the-mongolz-m2-mirage.dem
7,39539,40819,45283,45603,t,bomb_exploded,42659,bombsite_a,GamerLegion,The MongolZ,The MongolZ,28650,26150,1,1,Full Buy,Full Buy,t,"1,622",1,gamerlegion-vs-the-mongolz-m2-mirage.dem
8,45603,49349,56824,57144,t,ct_killed,54380,bombsite_b,GamerLegion,The MongolZ,The MongolZ,11800,24650,2,0,Semi-Buy,Full Buy,ct,"1,622",1,gamerlegion-vs-the-mongolz-m2-mirage.dem
9,57144,58424,64278,64598,t,ct_killed,63085,bombsite_b,GamerLegion,The MongolZ,The MongolZ,22100,28150,3,0,Full Buy,Full Buy,t,"1,622",1,gamerlegion-vs-the-mongolz-m2-mirage.dem
10,64598,65878,68346,68666,t,ct_killed,,not_planted,GamerLegion,The MongolZ,The MongolZ,5800,27750,4,0,Semi-Eco,Full Buy,ct,"1,622",1,gamerlegion-vs-the-mongolz-m2-mirage.dem
11,68666,72545,78858,79178,ct,t_killed,,not_planted,GamerLegion,The MongolZ,GamerLegion,28050,27750,5,0,Full Buy,Full Buy,t,"1,622",1,gamerlegion-vs-the-mongolz-m2-mirage.dem
12,79178,82653,87296,87840,ct,t_killed,,not_planted,GamerLegion,The MongolZ,GamerLegion,25300,26100,3,1,Full Buy,Full Buy,ct,"1,622",1,gamerlegion-vs-the-mongolz-m2-mirage.dem
13,87840,101602,105815,106135,ct,bomb_defused,103638,bombsite_a,The MongolZ,GamerLegion,The MongolZ,4300,4750,1,1,Pistol,Pistol,t,"1,622",1,gamerlegion-vs-the-mongolz-m2-mirage.dem
14,106135,107415,111445,111765,ct,bomb_defused,109184,bombsite_a,The MongolZ,GamerLegion,The MongolZ,21550,14100,0,2,Full Buy,Semi-Buy,t,"1,622",1,gamerlegion-vs-the-mongolz-m2-mirage.dem
15,111765,115977,122336,122656,ct,t_killed,,not_planted,The MongolZ,GamerLegion,The MongolZ,28400,8500,0,3,Full Buy,Semi-Eco,ct,"1,622",1,gamerlegion-vs-the-mongolz-m2-mirage.dem
16,122656,123936,128666,128986,t,ct_killed,126555,bombsite_a,The MongolZ,GamerLegion,GamerLegion,30350,23500,0,4,Full Buy,Full Buy,ct,"1,622",1,gamerlegion-vs-the-mongolz-m2-mirage.dem
17,128986,130266,136047,136367,ct,t_killed,,not_planted,The MongolZ,GamerLegion,The MongolZ,16750,27250,1,2,Semi-Buy,Full Buy,t,"1,622",1,gamerlegion-vs-the-mongolz-m2-mirage.dem
18,136367,137647,146127,146127,ct,bomb_defused,144586,bombsite_a,The MongolZ,GamerLegion,The MongolZ,28450,21450,0,3,Full Buy,Full Buy,ct,"1,622",1,gamerlegion-vs-the-mongolz-m2-mirage.dem
1,1,1265,4840,5160,t,ct_killed,3044,bombsite_b,Team Spirit,Team Liquid,Team Liquid,4200,4250,0,0,Pistol,Pistol,t,"1,623",1,liquid-vs-spirit-m1-nuke-p1.dem
2,5160,6440,14243,14563,t,bomb_exploded,11619,bombsite_b,Team Spirit,Team Liquid,Team Liquid,10100,19100,2,0,Semi-Buy,Semi-Buy,ct,"1,623",1,liquid-vs-spirit-m1-nuke-p1.dem
3,14563,15843,22056,22376,ct,t_killed,,not_planted,Team Spirit,Team Liquid,Team Spirit,11450,18300,3,0,Semi-Buy,Semi-Buy,t,"1,623",1,liquid-vs-spirit-m1-nuke-p1.dem
4,22376,23656,30217,30537,t,bomb_exploded,27593,bombsite_b,Team Spirit,Team Liquid,Team Liquid,28750,20850,1,1,Full Buy,Full Buy,t,"1,623",1,liquid-vs-spirit-m1-nuke-p1.dem
5,30537,34380,41740,42060,ct,time_ran_out,,not_planted,Team Spirit,Team Liquid,Team Spirit,21750,22950,2,0,Full Buy,Full Buy,ct,"1,623",1,liquid-vs-spirit-m1-nuke-p1.dem
6,42060,43340,50159,50479,t,bomb_exploded,47535,bombsite_b,Team Spirit,Team Liquid,Team Liquid,28850,16500,0,1,Full Buy,Semi-Buy,t,"1,623",1,liquid-vs-spirit-m1-nuke-p1.dem
7,50479,51759,59323,59643,t,ct_killed,58017,bombsite_b,Team Spirit,Team Liquid,Team Liquid,10350,26000,1,0,Semi-Buy,Full Buy,t,"1,623",1,liquid-vs-spirit-m1-nuke-p1.dem
8,59643,60923,66916,67236,t,bomb_exploded,64292,bombsite_b,Team Spirit,Team Liquid,Team Liquid,23300,25200,2,0,Full Buy,Full Buy,ct,"1,623",1,liquid-vs-spirit-m1-nuke-p1.dem
1,7,1553,8410,8730,ct,t_killed,,not_planted,Team Spirit,Team Liquid,Team Spirit,25850,27150,0,0,Pistol,Pistol,t,"1,624",1,liquid-vs-spirit-m1-nuke-p2.dem
2,8730,10010,17370,17690,ct,time_ran_out,,not_planted,Team Spirit,Team Liquid,Team Spirit,27300,23700,1,1,Full Buy,Full Buy,ct,"1,624",1,liquid-vs-spirit-m1-nuke-p2.dem
3,17690,18970,23130,23450,ct,t_killed,,not_planted,Team Spirit,Team Liquid,Team Spirit,27450,2150,0,2,Full Buy,Full Eco,t,"1,624",1,liquid-vs-spirit-m1-nuke-p2.dem
4,23450,24730,31197,31741,ct,t_killed,,not_planted,Team Spirit,Team Liquid,Team Spirit,31150,23200,0,3,Full Buy,Full Buy,t,"1,624",1,liquid-vs-spirit-m1-nuke-p2.dem
5,31741,45808,49207,49527,ct,bomb_defused,46961,bombsite_b,Team Liquid,Team Spirit,Team Liquid,4000,5050,1,1,Full Eco,Semi-Eco,ct,"1,624",1,liquid-vs-spirit-m1-nuke-p2.dem
6,49527,50807,53803,54123,ct,t_killed,,not_planted,Team Liquid,Team Spirit,Team Liquid,20100,2350,0,2,Full Buy,Full Eco,t,"1,624",1,liquid-vs-spirit-m1-nuke-p2.dem
7,54123,55403,60103,60423,ct,t_killed,,not_planted,Team Liquid,Team Spirit,Team Liquid,25750,24000,0,3,Full Buy,Full Buy,t,"1,624",1,liquid-vs-spirit-m1-nuke-p2.dem
8,60423,63766,69620,69940,t,bomb_exploded,66996,bombsite_b,Team Liquid,Team Spirit,Team Spirit,28700,11950,0,4,Full Buy,Semi-Buy,ct,"1,624",1,liquid-vs-spirit-m1-nuke-p2.dem
9,69940,71220,75416,75736,t,bomb_exploded,72792,bombsite_b,Team Liquid,Team Spirit,Team Spirit,28000,25250,1,2,Full Buy,Full Buy,t,"1,624",1,liquid-vs-spirit-m1-nuke-p2.dem
10,75736,77016,81496,81816,t,bomb_exploded,78872,bombsite_b,Team Liquid,Team Spirit,Team Spirit,29000,25150,2,1,Full Buy,Full Buy,ct,"1,624",1,liquid-vs-spirit-m1-nuke-p2.dem
11,81816,85216,93740,94060,t,bomb_exploded,91116,bombsite_b,Team Liquid,Team Spirit,Team Spirit,29700,27450,3,0,Full Buy,Full Buy,t,"1,624",1,liquid-vs-spirit-m1-nuke-p2.dem
12,94060,97776,107401,107721,t,bomb_exploded,104777,bombsite_b,Team Liquid,Team Spirit,Team Spirit,26750,27550,4,0,Full Buy,Full Buy,ct,"1,624",1,liquid-vs-spirit-m1-nuke-p2.dem
13,107721,109001,115342,115662,ct,t_killed,,not_planted,Team Liquid,Team Spirit,Team Liquid,27350,27550,5,0,Pistol,Pistol,t,"1,624",1,liquid-vs-spirit-m1-nuke-p2.dem
14,115662,118862,127286,127606,t,bomb_exploded,124662,bombsite_b,Team Liquid,Team Spirit,Team Spirit,29150,25300,3,1,Full Buy,Full Buy,t,"1,624",1,liquid-vs-spirit-m1-nuke-p2.dem
15,127606,131212,132825,132825,t,ct_killed,,not_planted,Team Liquid,Team Spirit,Team Spirit,28150,25200,4,0,Full Buy,Full Buy,ct,"1,624",1,liquid-vs-spirit-m1-nuke-p2.dem
1,1,1265,4965,5285,t,ct_killed,,not_planted,Team Liquid,Team Spirit,Team Spirit,4900,4350,0,0,Pistol,Pistol,t,"1,625",1,liquid-vs-spirit-m2-dust2.dem
2,5285,6565,13977,14297,t,ct_killed,11950,bombsite_b,Team Liquid,Team Spirit,Team Spirit,10900,18350,2,0,Semi-Buy,Semi-Buy,ct,"1,625",1,liquid-vs-spirit-m2-dust2.dem
3,14297,15577,17113,17433,t,ct_killed,,not_planted,Team Liquid,Team Spirit,Team Spirit,4450,24300,3,0,Full Eco,Full Buy,t,"1,625",1,liquid-vs-spirit-m2-dust2.dem
4,17433,18713,26073,26393,ct,time_ran_out,,not_planted,Team Liquid,Team Spirit,Team Liquid,25450,27150,4,0,Full Buy,Full Buy,t,"1,625",1,liquid-vs-spirit-m2-dust2.dem
5,26393,27673,32774,33094,t,ct_killed,32260,bombsite_b,Team Liquid,Team Spirit,Team Spirit,27800,25650,2,1,Full Buy,Full Buy,ct,"1,625",1,liquid-vs-spirit-m2-dust2.dem
6,33094,36528,40505,40825,t,ct_killed,,not_planted,Team Liquid,Team Spirit,Team Spirit,5550,27550,3,0,Semi-Eco,Full Buy,t,"1,625",1,liquid-vs-spirit-m2-dust2.dem
7,40825,42105,51325,51645,t,bomb_exploded,48701,bombsite_b,Team Liquid,Team Spirit,Team Spirit,25850,25250,4,0,Full Buy,Full Buy,t,"1,625",1,liquid-vs-spirit-m2-dust2.dem
8,51645,55656,59903,60223,ct,t_killed,,not_planted,Team Liquid,Team Spirit,Team Liquid,25950,27950,5,0,Full Buy,Full Buy,ct,"1,625",1,liquid-vs-spirit-m2-dust2.dem
9,60223,63812,73283,73603,t,bomb_exploded,70659,bombsite_b,Team Liquid,Team Spirit,Team Spirit,29300,27350,3,1,Full Buy,Full Buy,t,"1,625",1,liquid-vs-spirit-m2-dust2.dem
10,73603,74883,81592,81912,ct,t_killed,,not_planted,Team Liquid,Team Spirit,Team Liquid,26450,27450,4,0,Full Buy,Full Buy,ct,"1,625",1,liquid-vs-spirit-m2-dust2.dem
11,81912,83192,90419,90739,t,bomb_exploded,87795,bombsite_b,Team Liquid,Team Spirit,Team Spirit,28850,25750,2,1,Full Buy,Full Buy,t,"1,625",1,liquid-vs-spirit-m2-dust2.dem
12,90739,92019,99379,99924,ct,time_ran_out,,not_planted,Team Liquid,Team Spirit,Team Liquid,18600,23750,3,0,Semi-Buy,Full Buy,ct,"1,625",1,liquid-vs-spirit-m2-dust2.dem
13,99924,113966,120845,121165,ct,t_killed,,not_planted,Team Spirit,Team Liquid,Team Spirit,5050,4250,1,1,Pistol,Pistol,t,"1,625",1,liquid-vs-spirit-m2-dust2.dem
14,121165,122445,124214,124534,ct,t_killed,,not_planted,Team Spirit,Team Liquid,Team Spirit,19450,6300,0,2,Semi-Buy,Semi-Eco,t,"1,625",1,liquid-vs-spirit-m2-dust2.dem
15,124534,125814,128025,128345,ct,t_killed,,not_planted,Team Spirit,Team Liquid,Team Spirit,26000,2500,0,3,Full Buy,Full Eco,ct,"1,625",1,liquid-vs-spirit-m2-dust2.dem
16,128345,129625,135212,135532,t,bomb_exploded,132588,bombsite_b,Team Spirit,Team Liquid,Team Liquid,29500,24550,0,4,Full Buy,Full Buy,ct,"1,625",1,liquid-vs-spirit-m2-dust2.dem
17,135532,136812,143077,143397,t,bomb_exploded,140453,bombsite_b,Team Spirit,Team Liquid,Team Liquid,27450,27450,1,2,Full Buy,Full Buy,t,"1,625",1,liquid-vs-spirit-m2-dust2.dem
18,143397,146780,153948,154268,ct,t_killed,,not_planted,Team Spirit,Team Liquid,Team Spirit,26150,27450,2,1,Full Buy,Full Buy,ct,"1,625",1,liquid-vs-spirit-m2-dust2.dem
19,154268,158438,165573,165893,t,bomb_exploded,162949,bombsite_b,Team Spirit,Team Liquid,Team Liquid,27700,26950,0,2,Full Buy,Full Buy,ct,"1,625",1,liquid-vs-spirit-m2-dust2.dem
20,165893,167173,176022,176342,t,bomb_exploded,173398,bombsite_b,Team Spirit,Team Liquid,Team Liquid,24300,27350,1,0,Full Buy,Full Buy,ct,"1,625",1,liquid-vs-spirit-m2-dust2.dem
21,176342,177622,181169,181169,ct,t_killed,,not_planted,Team Spirit,Team Liquid,Team Spirit,18650,27750,2,0,Semi-Buy,Full Buy,ct,"1,625",1,liquid-vs-spirit-m2-dust2.dem
1,1,1263,9712,10032,ct,bomb_defused,7627,bombsite_b,MOUZ,GamerLegion,MOUZ,4450,4900,0,0,Pistol,Pistol,t,"1,626",1,mouz-vs-gamerlegion-m1-inferno.dem
2,10032,11312,21016,21336,t,bomb_exploded,18392,bombsite_b,MOUZ,GamerLegion,GamerLegion,20450,14700,0,2,Full Buy,Semi-Buy,ct,"1,626",1,mouz-vs-gamerlegion-m1-inferno.dem
3,21336,22616,29024,29344,ct,t_killed,,not_planted,MOUZ,GamerLegion,MOUZ,9150,20050,1,0,Semi-Eco,Full Buy,t,"1,626",1,mouz-vs-gamerlegion-m1-inferno.dem
4,29344,30624,33927,34247,ct,t_killed,,not_planted,MOUZ,GamerLegion,MOUZ,22600,7100,0,1,Full Buy,Semi-Eco,t,"1,626",1,mouz-vs-gamerlegion-m1-inferno.dem
5,34247,35527,37418,37738,ct,t_killed,,not_planted,MOUZ,GamerLegion,MOUZ,23850,1000,0,2,Full Buy,Full Eco,ct,"1,626",1,mouz-vs-gamerlegion-m1-inferno.dem
6,37738,39018,46308,46628,t,ct_killed,45191,bombsite_b,MOUZ,GamerLegion,GamerLegion,28750,23200,0,3,Full Buy,Full Buy,t,"1,626",1,mouz-vs-gamerlegion-m1-inferno.dem
7,46628,47908,54687,55007,t,ct_killed,53934,bombsite_b,MOUZ,GamerLegion,GamerLegion,26600,25200,1,1,Full Buy,Full Buy,t,"1,626",1,mouz-vs-gamerlegion-m1-inferno.dem
1,1,1266,5998,6318,t,ct_killed,4393,bombsite_b,MOUZ,Team Liquid,Team Liquid,4200,4200,0,0,Pistol,Pistol,t,"1,628",1,mouz-vs-liquid-m1-nuke.dem
8,55007,56287,63101,63421,t,bomb_exploded,60477,bombsite_b,MOUZ,GamerLegion,GamerLegion,1100,27550,2,0,Full Eco,Full Buy,ct,"1,626",1,mouz-vs-gamerlegion-m1-inferno.dem
9,63421,66933,75855,76175,ct,bomb_defused,73648,bombsite_b,MOUZ,GamerLegion,MOUZ,24050,27550,3,0,Full Buy,Full Buy,t,"1,626",1,mouz-vs-gamerlegion-m1-inferno.dem
10,76175,79839,85104,85424,t,ct_killed,84517,bombsite_b,MOUZ,GamerLegion,GamerLegion,24000,27350,1,1,Full Buy,Full Buy,ct,"1,626",1,mouz-vs-gamerlegion-m1-inferno.dem
11,85424,86704,90415,90735,t,ct_killed,90083,bombsite_b,MOUZ,GamerLegion,GamerLegion,1950,24850,2,0,Full Eco,Full Buy,t,"1,626",1,mouz-vs-gamerlegion-m1-inferno.dem
12,90735,92015,95358,95902,ct,t_killed,,not_planted,MOUZ,GamerLegion,MOUZ,23550,28050,3,0,Full Buy,Full Buy,ct,"1,626",1,mouz-vs-gamerlegion-m1-inferno.dem
13,95902,110684,117336,117656,ct,bomb_defused,115255,bombsite_b,GamerLegion,MOUZ,GamerLegion,4500,5150,1,1,Pistol,Pistol,t,"1,626",1,mouz-vs-gamerlegion-m1-inferno.dem
14,117656,118936,125688,126008,t,bomb_exploded,123064,bombsite_b,GamerLegion,MOUZ,MOUZ,18900,14650,0,2,Semi-Buy,Semi-Buy,t,"1,626",1,mouz-vs-gamerlegion-m1-inferno.dem
15,126008,127288,130933,131253,ct,t_killed,,not_planted,GamerLegion,MOUZ,GamerLegion,11550,24300,1,0,Semi-Buy,Full Buy,ct,"1,626",1,mouz-vs-gamerlegion-m1-inferno.dem
16,131253,132533,141044,141364,ct,bomb_defused,139508,bombsite_b,GamerLegion,MOUZ,GamerLegion,26700,15800,0,1,Full Buy,Semi-Buy,ct,"1,626",1,mouz-vs-gamerlegion-m1-inferno.dem
17,141364,142644,146403,146723,ct,t_killed,,not_planted,GamerLegion,MOUZ,GamerLegion,28600,2650,0,2,Full Buy,Full Eco,t,"1,626",1,mouz-vs-gamerlegion-m1-inferno.dem
18,146723,150197,155487,155807,ct,bomb_defused,152991,bombsite_b,GamerLegion,MOUZ,GamerLegion,28700,23800,0,3,Full Buy,Full Buy,ct,"1,626",1,mouz-vs-gamerlegion-m1-inferno.dem
19,155807,157087,162545,162865,t,bomb_exploded,159921,bombsite_b,GamerLegion,MOUZ,MOUZ,30850,9200,0,4,Full Buy,Semi-Eco,ct,"1,626",1,mouz-vs-gamerlegion-m1-inferno.dem
20,162865,166559,174308,174628,t,bomb_exploded,171684,bombsite_b,GamerLegion,MOUZ,MOUZ,29150,29050,1,2,Full Buy,Full Buy,ct,"1,626",1,mouz-vs-gamerlegion-m1-inferno.dem
21,174628,175908,180761,181081,ct,t_killed,,not_planted,GamerLegion,MOUZ,GamerLegion,29500,28350,2,1,Full Buy,Full Buy,ct,"1,626",1,mouz-vs-gamerlegion-m1-inferno.dem
22,181081,184403,189423,189423,ct,t_killed,,not_planted,GamerLegion,MOUZ,GamerLegion,29600,26950,0,2,Full Buy,Full Buy,t,"1,626",1,mouz-vs-gamerlegion-m1-inferno.dem
1,1,1268,5557,5877,ct,bomb_defused,4083,bombsite_b,GamerLegion,MOUZ,GamerLegion,4300,4300,0,0,Pistol,Pistol,t,"1,627",1,mouz-vs-gamerlegion-m2-mirage.dem
2,5877,7157,9394,9714,ct,t_killed,,not_planted,GamerLegion,MOUZ,GamerLegion,21200,15200,0,2,Full Buy,Semi-Buy,ct,"1,627",1,mouz-vs-gamerlegion-m2-mirage.dem
3,9714,10994,15210,15530,ct,t_killed,,not_planted,GamerLegion,MOUZ,GamerLegion,22000,3500,0,3,Full Buy,Full Eco,t,"1,627",1,mouz-vs-gamerlegion-m2-mirage.dem
4,15530,16810,26151,26471,t,bomb_exploded,23527,bombsite_b,GamerLegion,MOUZ,MOUZ,27700,24600,0,4,Full Buy,Full Buy,t,"1,627",1,mouz-vs-gamerlegion-m2-mirage.dem
5,26471,27751,30494,30814,ct,t_killed,,not_planted,GamerLegion,MOUZ,GamerLegion,29150,19700,1,2,Full Buy,Semi-Buy,ct,"1,627",1,mouz-vs-gamerlegion-m2-mirage.dem
6,30814,32094,35253,35573,ct,t_killed,,not_planted,GamerLegion,MOUZ,GamerLegion,29100,3650,0,3,Full Buy,Full Eco,t,"1,627",1,mouz-vs-gamerlegion-m2-mirage.dem
7,35573,38859,45145,45465,ct,t_killed,,not_planted,GamerLegion,MOUZ,GamerLegion,30750,23900,0,4,Full Buy,Full Buy,t,"1,627",1,mouz-vs-gamerlegion-m2-mirage.dem
8,45465,46745,50799,51119,ct,bomb_defused,49086,bombsite_b,GamerLegion,MOUZ,GamerLegion,28550,8450,0,5,Full Buy,Semi-Eco,ct,"1,627",1,mouz-vs-gamerlegion-m2-mirage.dem
9,51119,54319,62667,62987,t,bomb_exploded,60043,bombsite_b,GamerLegion,MOUZ,MOUZ,29950,27650,0,6,Full Buy,Full Buy,t,"1,627",1,mouz-vs-gamerlegion-m2-mirage.dem
10,62987,66597,71964,72284,t,bomb_exploded,69340,bombsite_b,GamerLegion,MOUZ,MOUZ,25700,27750,1,3,Full Buy,Full Buy,ct,"1,627",1,mouz-vs-gamerlegion-m2-mirage.dem
11,72284,73564,78464,78784,t,ct_killed,77972,bombsite_b,GamerLegion,MOUZ,MOUZ,6150,27350,2,2,Semi-Eco,Full Buy,t,"1,627",1,mouz-vs-gamerlegion-m2-mirage.dem
